Longitude,Latitude,pH,Hardness,Solids,Conductivity,Turbidity
71.766749,29.455064,6.93993,60.33408,21835.86779,54277.22777,16.68133
71.778818,29.412159,10.68896,109.89803,31443.6344,30227.6275,35.78304
71.680012,29.274429,7.81381,97.74802,23872.43202,4948.88867,7.51408
71.616467,29.368633,6.73676,77.6669,30747.55637,7678.34907,5.2227
71.685879,29.278645,7.25599,80.11584,31085.85865,48326.04905,2.43471
71.667145,29.444061,7.46164,90.77656,21588.02665,45217.54535,4.34591
71.743303,29.272604,6.58226,61.62571,37488.64191,11444.55698,43.37501
71.619503,29.313015,9.40387,68.09296,19626.73942,16.95932,7.09112
71.729844,29.375615,7.55835,74.88792,24655.79305,3.69068,6.48056
71.72092,29.453454,7.80976,67.77246,35505.03153,16959.68314,67.20713
71.738829,29.427561,4.40412,99.75337,18361.5844,7309.63298,6.87593
71.77326,29.303191,9.8158,119.56893,37010.86259,47805.56503,119.12344
71.751312,29.440154,7.53502,78.34116,23287.35036,60.05196,6.88996
71.667727,29.360185,6.93694,136.86088,31667.75474,53921.75979,5.40938
71.696308,29.351164,7.7482,170.0153,35020.43913,40.04186,0.37127
71.699262,29.360858,7.28562,168.03745,23348.31958,41635.12845,1.10895
71.657496,29.394513,6.84166,114.15237,37398.78737,53651.08733,3.83591
71.750179,29.426269,6.8145,110.21938,19132.012,535.31609,7.75681
71.611147,29.373954,6.52865,67.07776,34447.97615,23266.71183,19.25723
71.675635,29.280349,7.62162,159.51867,24592.90661,20309.57486,22.58056
71.678985,29.395351,7.57541,76.84066,17818.7313,8445.85722,8.37309
71.669975,29.302606,7.24799,145.45078,22991.52595,47532.69217,22.22128
71.647134,29.428762,8.8787,111.7612,25381.92119,3055.16754,6.61584
71.625738,29.38757,7.7128,105.61873,25938.05625,47365.94678,29.1209
71.755963,29.357128,4.74162,69.5443,1502.41278,7288.03268,2.35408
71.762785,29.347666,7.60336,88.43687,33774.55954,31646.00324,9.42364
71.696813,29.295872,7.97396,92.66417,8935.52519,8246.96599,3.66219
71.702948,29.315648,7.2252,154.70104,35710.50222,51492.85575,9.5344
71.66045,29.427927,4.80959,169.88153,30605.33388,128.84594,8.84157
71.701177,29.412417,6.84257,93.05856,30480.00923,10045.25362,93.52456
71.618245,29.336366,7.37509,95.71552,30696.22209,37318.16887,9.11067
71.610906,29.398543,0.13723,129.87775,10072.19395,325.63946,5.09879
71.639579,29.344844,7.01958,64.60113,23317.29088,311.33984,3.86029
71.685834,29.294778,7.94384,132.38938,23957.27264,43577.8888,17.79305
71.614846,29.434238,7.13447,173.05964,25837.83901,15225.39375,14.14213
71.658802,29.381661,8.35357,178.41593,38585.28471,45796.55605,9.15107
71.769647,29.335883,9.83888,211.77374,14627.27949,584.03587,9.00916
71.694681,29.340778,4.8998,114.92014,17041.85641,39058.27485,10.55855
71.688614,29.339007,7.62766,99.52523,39947.13106,45671.88514,11.43182
71.706721,29.288956,7.21111,129.25617,22002.68711,32306.26461,37.76074
71.777999,29.266087,7.15016,98.94468,13197.95136,48104.98825,1.60353
71.711565,29.367825,6.71709,123.30778,15910.95237,23439.1116,12.93132
71.654534,29.29231,7.02102,84.21345,36703.07913,5280.51187,2.72478
71.724331,29.29016,4.35831,90.83328,22164.97545,5062.38194,9.92669
71.612223,29.34958,7.52499,81.6524,25624.36057,50274.26471,18.71697
71.63211,29.296449,6.56987,74.52809,11841.62845,2497.81836,23.64485
71.674434,29.292521,7.08369,111.16553,14413.52517,39476.62879,4.42792
71.767565,29.410822,7.8626,75.43858,1968.97098,4902.35553,2.46755
71.69591,29.453932,6.65341,132.39383,14689.6845,0.94876,9.55873
71.659593,29.368102,7.6954,97.20266,3019.98201,19343.15289,1.29611
71.616378,29.36063,1.24412,158.02498,17895.88773,11881.99908,42.74872
71.607656,29.431217,6.78218,82.38533,24658.85838,23.98279,4.03527
71.65848,29.270919,5.91426,19.36134,32386.61096,21849.32387,16.2649
71.685375,29.267026,7.88728,111.51033,26789.88454,1344.82504,0.51897
71.75035,29.261965,7.90971,140.64826,33255.29709,1.04574,8.5732
71.743048,29.33306,0.60148,87.77378,33589.77191,31.93773,85.16821
71.665883,29.396283,6.69658,163.72947,14599.26623,25983.00491,5.37434
71.72162,29.457607,7.95473,177.82925,19010.83295,1647.04029,8.99129
71.704155,29.319537,6.66561,68.36428,32307.71285,201.63978,0.21361
71.68514,29.402572,10.32021,263.46113,13712.99301,7771.71663,6.14816
71.650773,29.28993,7.97799,80.8074,39019.9231,492.83921,4.39121
71.634475,29.40437,1.7029,117.37842,20939.48988,51475.60099,8.7855
71.647498,29.293288,7.24818,95.91833,11688.39409,38588.59242,2.09795
71.753688,29.268824,7.30076,137.87543,26949.66814,523.99644,1.7659
71.673627,29.282609,10.26753,88.85968,17533.1234,27749.63492,15.55494
71.681165,29.324629,10.247,79.47747,37359.27081,18153.72579,18.67562
71.60317,29.280231,7.71002,63.13302,32752.67994,380.60808,7.07337
71.767342,29.353497,6.61502,70.8662,37960.60565,25516.81906,7.89104
71.643411,29.335473,7.1888,91.70892,11082.00509,31785.70689,23.15594
71.707796,29.377794,9.9901,6.83712,18816.27655,51767.33689,6.94788
71.604942,29.403017,7.95501,107.61256,22362.61602,7667.47187,1.32017
71.738491,29.385174,7.45845,118.30877,33739.1033,4280.10525,9.30981
71.638403,29.439274,6.95974,106.54869,1172.65361,40684.35226,1.45555
71.634555,29.350848,9.39495,94.99947,13761.42262,36.8223,4.92673
71.725269,29.406416,6.75517,88.90895,31692.48814,585.55111,0.70372
71.70104,29.444876,6.87594,107.31294,5397.51838,20478.24826,11.78045
71.71662,29.33811,7.40786,90.66527,27750.30346,7648.03242,4.91486
71.633305,29.440155,7.36012,77.07013,29390.72773,5.45777,148.56247
71.749815,29.321292,4.3721,106.19742,36443.65707,26803.96345,0.93116
71.646955,29.318843,6.65987,76.63791,15965.49577,16.51169,3.23296
71.764184,29.282401,9.65379,75.02892,3796.12909,9459.98511,7.03371
71.722644,29.422581,7.34672,119.31321,25246.56496,375.61766,13.95149
71.73534,29.403292,4.07098,68.78299,32806.57223,48224.09003,15.6171
71.705258,29.37836,12.26742,135.00425,32284.05471,706.28905,2.60848
71.641888,29.269353,7.00124,62.26052,8746.29397,13348.48438,10.34737
71.627696,29.43386,5.46323,128.63721,33930.91648,52983.45298,33.12747
71.696131,29.377821,7.58473,63.3856,38902.23052,7697.33228,21.37525
71.769496,29.425692,7.11586,123.33877,4533.33841,27503.38095,7.5357
71.606968,29.290217,12.07494,101.41556,29963.60422,49645.34748,0.45806
71.687082,29.365592,6.62141,111.10488,18378.20418,48639.41504,2.59268
71.699029,29.302362,7.76654,114.50539,29150.64378,1.92162,93.36408
71.714132,29.307425,6.52571,99.68293,10032.23382,17398.93677,4.70284
71.700818,29.429449,7.03268,95.19529,22644.75921,54186.0117,4.18036
71.682153,29.404589,7.02856,150.5734,32087.50767,399.56192,11.22488
71.664287,29.283642,6.32626,78.82566,3301.38576,43046.28139,20.85713
71.765401,29.410892,7.04366,130.24624,31568.16653,15226.52457,5.24899
71.75284,29.35811,6.60933,107.43954,14563.18708,53444.17772,8.29472
71.68438,29.444006,7.11386,8.33209,27194.70274,9432.94578,7.24203
71.745304,29.34286,6.98959,100.90629,16611.19262,34.24618,3.09635
71.603025,29.322571,7.86862,63.04189,14334.34233,6.48124,19.55802
71.627625,29.275146,7.09126,98.97514,33951.72987,31333.67099,1.86099
71.756845,29.279833,7.62987,110.42206,39517.50195,45938.7236,12.02447
71.772059,29.291272,5.48772,127.15787,21867.34183,2515.49608,5.55894
71.713236,29.260739,7.36804,114.55118,31867.77585,325.69847,8.86631
71.680911,29.305849,8.68427,88.48457,10647.04033,19121.2339,5.29932
71.600588,29.322017,8.87476,128.00436,2055.56506,37765.54282,0.61174
71.688744,29.387355,7.46599,175.61484,9548.46283,48780.76211,4.91545
71.722683,29.342772,7.01972,68.46502,27216.22836,19.59593,4.50474
71.621146,29.308998,4.38152,106.95548,13046.71666,10615.44614,9.567
71.62095,29.406482,0.31557,137.49709,9193.03439,43734.61387,14.4766
71.709036,29.349767,6.53837,204.33401,34525.23739,32245.34543,13.66552
71.773413,29.386366,1.49573,242.41652,37931.97804,5828.81425,18.45933
71.75439,29.277642,7.99716,66.35239,5538.17405,38589.28079,13.2382
71.776514,29.263271,6.82207,118.98507,23703.90602,46987.74907,17.34888
71.759243,29.390715,7.94414,19.92739,9569.94181,46187.07308,1.95848
71.600651,29.312063,6.63356,202.17631,5970.27141,39932.45349,2.97481
71.777062,29.290717,12.97081,94.76407,28242.64846,12011.30079,2.68503
71.779012,29.435772,7.56251,62.68212,13132.80031,8237.24722,7.85126
71.676937,29.450962,7.78598,72.17784,4987.82471,4703.54464,5.00378
71.629929,29.346882,5.02043,103.18094,12963.62789,40781.79962,20.37013
71.62765,29.398724,9.0488,166.92786,27753.15656,46482.18169,0.24993
71.745897,29.304273,6.94325,78.21041,28061.73727,10358.06614,8.90911
71.621993,29.326956,7.69545,93.18031,28519.31198,38772.90005,24.72363
71.709246,29.313006,7.44783,75.80177,14601.27122,19273.07656,9.77051
71.690166,29.260129,7.10439,176.25817,34864.40366,14473.19889,11.63188
71.665802,29.284849,7.14615,77.20029,21123.87805,11557.24126,1.37251
71.638936,29.459877,5.74045,85.72311,7259.00317,30413.71176,2.76557
71.771978,29.356346,7.95554,95.36157,35725.14498,252.05264,2.52297
71.622477,29.325451,7.47681,58.50171,34071.04315,18363.76498,9.21713
71.605968,29.357171,4.8696,74.78295,20183.14656,51311.43423,9.71883
71.761326,29.428822,8.58646,77.39208,3588.34908,37914.78576,21.20416
71.754079,29.411872,7.73893,151.86787,13248.75694,40937.27308,0.04752
71.62957,29.260982,7.29888,71.87052,16938.87485,54677.91307,22.50227
71.675264,29.400372,6.51632,272.19089,10355.70159,45704.47834,1.42622
71.750344,29.264146,4.83121,109.56542,304.88265,4362.48865,16.95814
71.766894,29.308371,7.22868,115.35363,14245.07451,10411.22693,0.81056
71.639044,29.281271,7.75668,156.51252,32819.06687,20.08866,24.31937
71.684075,29.318935,7.00801,90.2867,33386.14151,17500.34509,7.91011
71.733653,29.329401,9.49517,31.15608,21090.23342,20531.27647,18.9726
71.755471,29.37313,6.56334,94.62248,30079.74003,4577.29988,0.60309
71.666274,29.432861,7.57017,86.12693,7328.17077,568.67657,11.49299
71.67479,29.271445,6.94671,134.44966,26662.3425,48999.12139,6.8073
71.683518,29.284032,9.73652,161.8933,39004.77109,47751.61464,11.61093
71.619749,29.352386,7.98694,161.54492,17833.68076,36022.33091,12.08969
71.705917,29.448692,9.02351,93.26463,34754.62732,36535.93861,4.76717
71.738508,29.439535,7.99448,107.31721,28089.25329,18872.22326,0.90992
71.712953,29.297628,6.75423,74.10898,15286.63668,3784.65117,25.34157
71.691334,29.382977,6.9018,70.64569,29767.61513,250.61417,9.81839
71.672962,29.449198,6.98634,80.84393,9294.59701,18362.96794,1.95839
71.634939,29.351791,7.23053,173.32569,34793.79003,140.0262,4.10467
71.768873,29.403328,7.18432,68.42229,15626.8737,19637.28343,1.84654
71.684878,29.433135,13.22514,80.73813,13435.91377,54828.32087,1.28893
71.656245,29.347033,7.56397,98.3282,17165.62091,97.49975,5.88708
71.639179,29.397272,6.55335,164.07692,13726.14356,20106.65676,48.47769
71.600663,29.262957,7.81443,112.89359,25136.77643,7468.76779,0.12715
71.670851,29.278146,6.61216,129.70941,19200.90154,20703.3311,40.39332
71.674598,29.380457,4.48026,174.66235,27411.31224,5361.51461,0.98663
71.675915,29.267312,10.31817,75.69237,13492.27946,24325.0568,9.2945
71.6327,29.269415,6.75616,109.59713,29708.82361,15361.26383,9.38074
71.6157,29.396396,7.48793,106.63669,17778.37951,13527.14652,1.99239
71.602643,29.305338,4.86612,84.85176,17621.69709,29821.77796,0.31747
71.674352,29.272298,6.68118,155.3399,18321.06961,43499.49189,37.78368
71.632192,29.285957,10.23474,88.93984,5945.09518,37254.89111,13.03194
71.643838,29.413482,6.64286,64.06625,3214.05901,10202.3152,7.72626
71.744203,29.280593,6.72444,34.44876,12788.82942,12986.65212,14.97648
71.6974,29.358116,7.06699,80.83339,401.30606,14211.1274,9.99879
71.685364,29.422351,7.32262,47.55527,30268.62267,27685.28609,27.57436
71.622292,29.30194,6.94717,105.10872,36209.17145,45465.47652,7.30768
71.663242,29.27892,7.31049,104.28762,32468.13425,10082.5451,7.47987
71.723013,29.366642,7.50453,49.62281,20232.26997,172.52554,9.9057
71.633765,29.406563,6.70244,123.78604,22850.66248,31073.59654,10.75963
71.73653,29.3791,7.79783,219.49729,35118.52044,44269.06652,5.38456
71.75017,29.34959,7.99409,119.78788,36069.3941,11869.96263,8.24442
71.628342,29.338568,3.49778,66.52872,11685.44028,35378.27215,4.90326
71.689042,29.309412,8.47886,101.17002,18520.7372,42609.68885,12.46766
71.775186,29.291583,7.26675,88.72085,24368.66466,58.48845,15.68334
71.717706,29.312588,4.86781,7.5043,28581.83863,41410.3125,6.2363
71.607019,29.262196,5.84536,81.85811,10141.93463,32882.02957,1.78183
71.675357,29.455194,7.67122,106.77925,31500.82491,13625.17568,24.22789
71.776593,29.377689,7.15691,165.27778,12935.24264,4484.30463,4.36967
71.761969,29.428511,7.83935,109.38477,36807.85715,47246.24154,19.02083
71.661319,29.413109,5.66204,177.30986,19683.37614,32.56121,5.44742
71.757556,29.303392,10.21512,3.12089,4537.69419,8090.03168,8.45769
71.700317,29.441069,7.24232,70.98343,17808.52009,11100.37988,8.62892
71.722696,29.391038,7.6556,78.90204,22048.85678,12119.74221,7.20049
71.741903,29.348781,6.89931,89.81393,32239.02986,16539.49222,2.59716
71.716929,29.357099,6.97632,149.78233,38118.12625,7024.70779,3.34385
71.619829,29.346213,10.61887,65.74961,21814.00264,39569.52888,17.21736
71.736467,29.340657,6.98731,116.61388,38518.99053,44199.14906,8.84398
71.721123,29.397504,6.69421,118.7746,35374.11858,21830.97339,9.60205
71.605229,29.408214,6.34012,102.75373,16432.83874,38145.84743,10.39251
71.728593,29.458617,6.54579,79.03111,36233.70199,12884.87934,16.10659
71.753044,29.278751,6.57513,179.04868,17911.98568,11915.06756,0.28337
71.627463,29.426499,7.82092,73.98449,22031.69697,44179.26357,1.57826
71.633015,29.335374,8.14379,87.5618,1235.62629,4122.0076,1.66089
71.75021,29.418794,5.13187,107.32073,740.3866,43324.66141,12.17062
71.686544,29.3004,7.55377,67.00278,9408.37571,49619.4262,6.32261
71.740127,29.377608,7.5376,135.75371,15650.62845,40542.60748,8.26134
71.636507,29.266876,7.89358,69.20268,21405.7069,48229.88216,5.85714
71.711633,29.385946,7.03474,113.8744,17694.76672,3117.56082,6.52409
71.740046,29.33483,7.52884,92.97065,33352.08755,24257.20433,9.95777
71.601,29.383402,6.97563,80.77495,33288.65973,26355.62088,5.39814
71.662139,29.347237,7.52688,163.541,21759.7273,38183.38475,3.34999
71.659393,29.284947,9.7485,173.67217,25271.66227,1.41387,4.2256
71.601318,29.420327,7.09663,142.20667,20326.9496,1622.68563,6.966
71.699784,29.356543,7.72607,89.74858,986.92573,51788.94648,39.10506
71.699388,29.388818,7.81588,119.71077,17950.15213,39.87901,1.54015
71.745764,29.363968,7.82305,70.19186,30236.9659,53210.88435,1.21345
71.602135,29.418101,4.63333,100.12488,30574.13388,2.37016,41.47823
71.650236,29.291889,7.57975,113.72247,8871.51008,35902.78975,24.73107
71.748785,29.285961,6.97721,90.68469,15255.42894,3446.59242,5.92061
71.720732,29.360025,7.52885,67.2844,23024.12964,499.55029,1.96183
71.60505,29.291253,8.49589,35.4459,36297.89322,21260.57336,5.93214
71.731329,29.431065,7.12499,63.23811,22165.88798,45059.73927,10.5216
71.655224,29.343682,7.5769,96.80284,13893.76088,48231.98985,21.08926
71.76299,29.279689,7.16803,156.04018,32584.06961,20312.20915,8.66535
71.738744,29.39808,7.68176,151.26331,33085.71671,52373.04268,2.29528
71.638127,29.396368,7.0954,98.32451,5676.28464,12734.66639,16.72457
71.674548,29.366365,8.81743,80.82156,13667.62632,3522.45182,3.94193
71.700672,29.409246,7.33028,147.97182,10055.31636,44407.41721,13.90522
71.660214,29.445938,5.72324,85.77421,1628.51765,419.87499,4.1677
71.766349,29.302669,7.80825,152.21674,29103.0042,16317.66197,8.77305
71.660408,29.285315,7.33025,73.76402,14641.91113,34851.84703,5.81082
71.721603,29.388407,6.73326,102.24624,21700.44432,52605.66067,27.5466
71.747735,29.440369,10.08252,107.44938,34686.52286,694.47808,0.00571
71.763109,29.292628,13.16596,69.78362,24162.34224,50927.43325,1.84817
71.746699,29.35488,7.58373,126.29037,11691.26717,627.99787,5.54797
71.611808,29.381376,6.72515,65.64028,15021.06144,28319.54582,30.85405
71.771864,29.288365,8.17011,104.61805,19798.09457,41383.24238,4.2293
71.748791,29.303447,6.61743,10.65634,12870.40461,40419.9396,1.30241
71.737802,29.313029,5.99089,126.49792,17763.64397,27117.01021,4.83369
71.600568,29.280117,7.76676,92.63223,8602.2127,47310.32164,7.25235
71.657126,29.43064,7.73325,115.18643,38675.0552,4817.11633,4.39378
71.655147,29.360869,4.75356,74.94499,12540.85914,21937.41321,9.42472
71.744814,29.438073,10.26552,74.68472,19646.00637,18.37694,6.66532
71.737921,29.270133,7.03669,85.08297,38858.80337,35713.35709,17.65197
71.713942,29.354583,7.3668,134.51624,38419.94298,3496.3892,41.91828
71.763078,29.452423,6.53917,87.28749,14268.13517,23.36823,0.02571
71.604036,29.361277,6.64754,94.137,11263.47089,30720.80257,17.65277
71.620247,29.383029,7.492,102.99747,4001.84472,26913.32966,4.87616
71.713347,29.434485,7.36978,96.19803,33543.70264,37341.69135,26.93871
71.7192,29.398167,7.3498,89.68318,30082.13029,35588.17518,4.02269
71.729425,29.452536,7.84617,171.02239,31610.21589,25411.99955,0.47186
71.742885,29.422066,7.02405,70.05988,39888.95099,47194.46369,0.84044
71.614534,29.329438,0.56823,75.65441,2866.66574,888.98051,0.71705
71.779267,29.342155,7.54167,89.32441,14540.1517,44419.53613,9.66189
71.760616,29.419481,6.58439,17.5558,33982.37004,54020.13542,7.3937
71.633139,29.264458,7.76838,125.28424,34641.52562,122.81088,21.93881
71.631958,29.281281,6.66027,104.65975,28118.02621,9196.49689,1.39364
71.720017,29.442566,7.87959,160.39289,10908.78221,408.58142,10.34233
71.624192,29.308906,7.56412,155.49408,17363.62974,36465.33406,0.21305
71.719956,29.356977,7.48505,90.38253,14105.96008,44739.58726,0.86609
71.757975,29.295486,6.82683,116.4016,32064.33921,509.06329,3.06256
71.727269,29.342016,6.64515,62.03159,25924.0216,49813.2319,9.679
71.669401,29.372202,6.24678,105.19286,20690.28234,7785.62919,47.00689
71.68611,29.446992,6.58545,63.26014,14331.21009,580.1363,7.52378
71.74177,29.384296,7.65215,93.26595,11099.57821,30.5298,9.33452
71.704294,29.260267,6.59013,0.13119,14268.58286,32644.60347,9.75305
71.616562,29.320284,9.47184,144.72713,27372.36091,37635.57785,6.69262
71.701596,29.335708,7.9789,67.04343,29243.88232,336.22311,1.60943
71.757022,29.394182,7.97901,115.26662,18958.11854,13775.36635,1.3245
71.625619,29.378551,7.21616,95.53927,35381.05568,29952.25218,0.58517
71.727042,29.405017,6.96413,115.04264,11685.52863,49491.01306,7.13309
71.730648,29.387365,7.58705,93.64748,18431.22471,49015.23288,2.45598
71.66241,29.351062,10.99279,106.5624,13530.691,42620.57112,2.22685
71.681586,29.35672,7.35526,73.59278,32159.57608,48763.65743,3.92251
71.699297,29.391619,7.72285,127.69899,24027.76763,2703.72341,4.14841
71.721258,29.351301,7.8534,152.15888,18070.61544,8253.81742,1.56065
71.670312,29.362016,7.48494,63.75012,39082.32525,6399.3561,6.00618
71.669137,29.397609,8.05145,144.65757,39346.86219,518.26706,6.01612
71.61164,29.369173,6.85832,68.78759,26734.05988,53685.96915,0.61144
71.630454,29.35349,10.40463,72.58006,18783.07551,24918.73683,7.57498
71.709081,29.373838,7.37689,114.86781,16699.15553,397.01603,7.86014
71.760365,29.324748,6.76723,93.76997,1446.16955,7484.03324,4.23744
71.686124,29.425011,4.19525,282.92959,962.4457,41976.91784,14.66959
71.647305,29.264603,7.70456,98.09217,25786.92552,20767.8118,2.10707
71.619834,29.438219,7.37364,109.36338,35400.5993,1397.5433,2.48821
71.643785,29.383437,7.54923,119.57326,18381.12339,35512.49977,5.90522
71.613967,29.453309,6.6181,63.49681,19609.62256,693.02222,8.13308
71.630069,29.336285,7.44871,86.19719,3811.61798,61.95818,1.41738
71.749305,29.288703,6.96612,257.60348,33789.32824,28.95441,10.74039
71.736245,29.266492,7.59381,172.03189,10854.38522,37480.73171,17.50253
71.709929,29.293343,7.80357,71.98984,12786.36128,37871.67191,7.08773
71.764367,29.336317,4.3997,163.86481,22664.79969,46354.97452,5.90209
71.619806,29.419668,6.57901,91.61645,9073.98966,33656.02003,99.51218
71.678398,29.318601,8.67962,62.41007,33323.43663,40485.94957,5.53737
71.76473,29.436166,7.31575,116.93614,32036.66811,28414.84135,77.6348
71.645234,29.278117,7.80512,94.53865,13019.32018,17550.81829,6.15852
71.672165,29.327173,7.2783,108.62428,31770.7767,43339.81928,0.02982
71.742248,29.376134,7.09158,91.07445,28378.58334,6203.68157,6.83537
71.63552,29.440566,7.82905,77.1161,31170.50227,596.22851,21.27681
71.669943,29.261675,6.94276,109.7836,7935.77312,2042.37408,10.12614
71.705345,29.285676,9.56028,95.15417,18500.33859,6.29284,3.02531
71.689301,29.382177,7.45739,112.0561,984.96479,39457.66246,16.78235
71.649542,29.325985,5.68046,70.19612,30346.5123,18877.47501,4.45787
71.624934,29.356935,6.7138,98.00339,25200.22573,25672.63488,1.23579
71.615128,29.310346,7.02169,70.76518,24990.17898,52443.62109,4.02446
71.646483,29.268971,10.24754,73.78478,38813.12148,49133.5106,8.87124
71.630886,29.415344,7.52802,88.08361,13413.75421,41771.75561,7.31263
71.770068,29.298162,7.00512,90.0791,19571.51452,39717.69339,9.02848
71.628487,29.312131,7.39371,39.99602,37520.80802,4.19437,1.93666
71.776677,29.393376,7.79364,85.88481,11420.37328,6645.44989,8.88587
71.767484,29.347306,7.93111,79.63834,5554.83041,10857.53385,18.6281
71.718486,29.399564,5.74393,100.54988,7501.36,2760.50242,9.54416
71.628284,29.409787,7.56063,10.25256,24240.63789,562.39715,24.44368
71.7708,29.382597,7.22743,111.46296,12673.33917,499.68243,6.2296
71.763777,29.339755,7.11651,102.48482,21270.1734,16.51968,9.46885
71.682088,29.26833,7.89141,80.4789,5896.33226,2.21709,7.8722
71.771902,29.39416,6.77053,92.58984,20698.40435,32080.39263,14.73407
71.696944,29.377158,10.56101,101.74197,32741.91193,1.68744,1.5852
71.745991,29.295602,6.64081,79.60503,39178.32146,27.86891,0.59706
71.685241,29.448306,1.07025,61.50152,30229.91861,5041.03456,9.51021
71.641356,29.378838,6.79466,129.40525,19968.18159,19455.51854,1.54827
71.770292,29.284614,1.56813,82.01048,8774.05172,293.6321,7.65242
71.744405,29.442838,7.40512,93.9585,37503.65684,24710.33212,3.03691
71.678801,29.275974,6.98974,24.28576,1182.26085,18373.40209,2.61609
71.69573,29.313245,7.65903,97.42294,17853.45026,5723.36998,2.60307
71.624476,29.270403,6.88293,162.95392,18719.11359,10845.51899,16.63213
71.62837,29.341577,7.5792,130.66576,21782.76589,36.71457,1.86873
71.603974,29.280291,6.64272,169.90054,21334.55106,45530.52928,9.84656
71.766005,29.31789,7.68234,92.21596,11211.84703,446.33602,8.61506
71.741209,29.407841,6.89945,33.90326,29980.89203,5870.09941,7.37323
71.65705,29.290918,6.99185,69.12497,6307.54032,29639.10979,11.55229
71.640666,29.438893,12.83604,153.25151,29236.90506,45136.73708,1.09656
71.651511,29.451351,6.99789,100.32942,27411.77053,7323.61109,3.57877
71.687007,29.288856,7.9986,11.1301,20741.6362,42868.41634,1.41172
71.633836,29.42019,8.75567,63.76477,22694.80881,23543.2303,5.04378
71.708224,29.392008,4.47592,135.4727,12250.13478,2.83637,6.30132
71.65609,29.288834,7.85715,82.22201,25519.86086,38552.14985,1.39671
71.77466,29.360022,7.97355,106.63334,35367.76849,14417.64586,5.26214
71.738543,29.360389,6.69865,150.01895,14074.0405,36386.55605,5.52628
71.696962,29.387486,7.88085,5.97778,39382.9535,6159.45444,1.39393
71.633681,29.43242,7.29443,103.58761,29909.85694,4.21231,46.9026
71.600144,29.369167,7.90247,118.13457,33840.7988,15268.79848,8.84475
71.775238,29.293314,7.49831,108.5086,12652.21735,43617.70193,8.41002
71.706621,29.325207,10.42483,171.29638,38537.41382,15418.59094,8.23168
71.737383,29.372468,6.63652,94.00356,39967.87962,1830.9868,4.25999
71.708107,29.441653,4.63239,68.3677,39242.57123,22015.37079,43.56395
71.764247,29.327249,7.96994,45.96214,24632.25215,42030.47276,6.50609
71.751737,29.288556,6.67945,168.90871,10202.03928,46724.87077,12.94137
71.761219,29.313255,8.76497,91.09997,25037.90784,6741.02873,16.76858
71.730598,29.392526,7.60683,16.75406,38865.30338,308.51518,2.51835
71.685275,29.439127,7.92265,112.10961,1426.77279,32954.39654,1.69116
71.634235,29.289643,6.78249,61.63029,36942.40169,10788.70044,14.40246
71.607981,29.313054,7.24661,88.44157,20805.71439,7025.22722,11.965
71.656927,29.42416,7.64949,118.55188,24389.90619,36790.30589,2.70674
71.774883,29.388232,6.77301,88.77763,34412.7773,33875.02424,19.49065
71.641759,29.324861,7.2675,60.97628,19574.88172,35962.5811,21.43366
71.771031,29.273635,10.73269,78.70803,15539.91485,22351.37835,9.93222
71.714903,29.438456,7.39044,95.48871,21907.54695,5026.59834,1.31573
71.658329,29.265159,7.21727,81.58229,10848.01616,12029.6521,38.07582
71.701019,29.323038,7.86966,2.5421,33983.5433,6406.63635,5.19726
71.709234,29.354634,6.73305,97.15784,31329.64843,5230.96546,0.36069
71.685998,29.350721,7.51368,69.55406,6300.61147,26130.66528,3.64157
71.663986,29.447379,7.15014,79.11218,10952.81755,31128.23689,13.33105
71.604982,29.297865,6.94841,70.12475,2036.971,46246.87545,5.88403
71.675606,29.446111,6.43078,145.06873,34357.7552,354.41475,21.96845
71.644899,29.267005,7.88289,172.35148,23315.24634,33491.51129,0.24435
71.648454,29.307439,7.48829,158.63422,17891.71562,49253.26917,6.75169
71.688366,29.421014,7.57046,111.15348,4806.71405,16.93508,18.04129
71.704752,29.362831,7.39153,77.68002,24587.71251,46496.13287,5.99437
71.661598,29.37085,4.52341,67.92656,2400.65927,40993.25241,6.38772
71.654546,29.394593,7.60458,12.28894,17533.02222,47411.22452,6.51875
71.706749,29.447064,7.87094,77.02923,9770.495,1034.08878,1.57088
71.741494,29.272552,7.38338,97.02571,16511.1031,3.3577,10.21726
71.777576,29.267142,7.25941,76.61055,4436.37395,53148.5246,2.87562
71.734382,29.315357,10.51048,75.53868,3520.07936,1355.30672,46.12384
71.708956,29.43222,6.74433,213.65736,1025.61773,24174.35265,0.95319
71.633132,29.276988,7.64878,56.00965,21488.35324,52866.71808,24.69707
71.748584,29.283292,7.22861,252.83285,21700.29209,9790.69779,1.15328
71.674409,29.340957,10.49949,169.3945,22605.6121,50884.79272,5.71424
71.731358,29.342033,7.69674,87.09566,14429.43305,3824.21448,47.35689
71.601445,29.294698,6.51913,98.86173,11560.29545,784.71558,14.39752
71.71348,29.366283,4.20246,174.79074,18920.7442,34214.24121,15.87367
71.754156,29.308162,4.85933,149.09826,8400.94395,11241.54127,7.34196
71.663132,29.382323,7.27284,30.55629,14033.99813,1424.9736,5.32402
71.646736,29.447987,6.56248,114.78507,15913.5027,789.94029,55.65254
71.633092,29.337891,6.77232,114.49244,2864.3992,45619.93552,2.38404
71.640034,29.386897,7.89012,168.42956,27181.24298,6789.28084,13.73847
71.748833,29.271334,7.72515,81.26345,39196.12675,23.2062,8.43977
